,CountryName,CountryCode,IndicatorName,IndicatorCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
10,Aruba,ABW,CO2 emissions (kt),EN.ATM.CO2E.KT,11092.675,11576.719,12713.489,12178.107,11840.743,10623.299,9933.903,12236.779,11378.701,14891.687,16655.514,14495.651,14055.611,15592.084,14132.618,10234.597,21862.654,11419.038,9724.884,10201.594,10498.621,9999.909,11180.683,5746.189,14348.971,16794.86,179.683,447.374,612.389,649.059,487.711,531.715,539.049,649.059,660.06,707.731,726.066,759.069,806.74,810.407,2379.883,2409.219,2438.555,2563.233,2618.238,2720.914,2717.247,2823.59,2658.575,2629.239,2508.228,2500.894,1349.456,861.745,872.746,898.415,883.747,,,,
11,Aruba,ABW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,204.6203722,208.8228111,226.1180791,214.8003704,207.6157771,185.2039575,172.1199515,210.7790716,194.8874902,253.5791132,281.9957334,243.8703062,234.8865475,258.8198463,233.4889307,168.7290337,360.8532334,189.1634032,161.8036371,170.0832611,174.6975007,165.1049086,182.2590757,92.38097458,228.3558947,266.4751055,2.868319392,7.235198033,10.02617921,10.6347326,7.847447264,8.22808022,7.899890086,8.952044025,8.605736636,8.81095314,8.726754808,8.883090894,9.24344329,9.105185102,26.19487524,25.93402441,25.67116178,26.42045209,26.51729342,27.20070778,26.94772597,27.89502282,26.22955267,25.91532206,24.67052887,24.50751622,13.15772231,8.353561008,8.410064178,8.610373679,8.426910901,,,,
12,Aruba,ABW,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
13,Aruba,ABW,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
14,Aruba,ABW,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.744404029,4.450350973,4.095185014,4.692835607,4.706482215,5.038425859,5.370369504,5.702313148,5.016156574,4.33,4.53,5.53,6.58,5.77,6.86341246,7.249697926,6.4009953,6.771068723,6.485529722,6.485529722,6.485529722,,
15,Aruba,ABW,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,0,,
16,Aruba,ABW,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000878297,0.000734404,0.000575272,0.000491427,0.001552095,0.001633733,0.001379482,0.000925463,0.000937353,0.00116676,0.000819359,0.001002439,0.000848487,0.000717946,0.000703182,0.000712137,0.000657229,0.00069997,0.000685497,0.0006534,0.000940949,0.000918692,0.000949223,0.000967668,0.002361284,0.001948056,0.001972589,0.00225777,0.003265236,0.002423296,0.003363897,0.002858485,,,
17,Aruba,ABW,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
18,Aruba,ABW,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000878297,0.000734404,0.000575272,0.000491427,0.001552095,0.001633733,0.001379482,0.000925463,0.000937353,0.00116676,0.000819359,0.001002439,0.000848487,0.000717946,0.000703182,0.000712137,0.000657229,0.00069997,0.000685497,0.0006534,0.000940949,0.000918692,0.000949223,0.000967668,0.002361284,0.001948056,0.001972589,0.00225777,0.003265236,0.002423296,0.003363897,0.002858485,,,
19,Aruba,ABW,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,1.8261976,1.8269478,1.8448131,1.8220901,1.821157,1.8296076,2.6258457,2.7775194,5.303201,6.067785,6.170271,7.047013,7.624574,7.290487,7.828492,8.650364,6.47466,8.943996,11.000443,11.871481,11.823462,11.862274,12.133462,12.684115,13.239976,13.292831,8.335714,38.4276,6.535978,5.815693,5.468121,5.173776,5.335968,5.007275,5.0127,5.168971,5.765411,5.727219,5.884513,6.123027,6.361541,6.42515641,6.48877182,,,,,,,,
20,Afghanistan,AFG,Land area (sq. km),AG.LND.TOTL.K2,,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,,
21,Afghanistan,AFG,Surface area (sq. km),AG.SRF.TOTL.K2,,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,,
22,Afghanistan,AFG,Total fisheries production (metric tons),ER.FSH.PROD.MT,200,300,300,300,300,300,300,400,400,460,460,560,560,560,560,660,770,770,770,770,870,870,870,970,970,970,970,1170,1170,1170,1400,1400,1500,1500,1600,1600,1600,1550,1500,1500,1300,1250,1350,1350,1450,1450,1450,2050,2050,2650,3250,4000,4780,5560,6360,7200,8050,9000,10000,,
23,Afghanistan,AFG,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,200,300,300,300,300,300,300,400,400,400,400,500,500,500,500,600,600,600,600,600,700,700,700,800,800,800,800,1000,1000,1000,1100,1100,1200,1200,1300,1300,1300,1250,1200,1200,1000,800,900,900,1000,1000,1000,1000,1000,1000,1000,1150,1300,1450,1600,1750,1900,2000,2050,,
24,Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,,57.74591796,57.83782128,57.91440738,58.01090586,58.0139693,58.07217474,58.17326839,58.17480011,58.19930766,58.21462488,58.26057654,58.27589376,58.2789572,58.2789572,58.2789572,58.2789572,58.28202065,58.28202065,58.28048893,58.28048893,58.28661581,58.28814754,58.28814754,58.28814754,58.28814754,58.28814754,58.27436204,58.26670343,58.26670343,58.26670343,58.25138621,58.25138621,58.1043409,57.91900254,57.82709922,57.8255675,57.88377294,58.00171553,57.82709922,57.82709922,57.82709922,57.82709922,58.06757957,58.06911129,58.06757957,58.06757957,58.06757957,58.06757957,58.06757957,58.06911129,58.06757957,58.06757957,58.06757957,58.06757957,58.06757957,58.06757957,58.06757957,58.08136507,,
25,Afghanistan,AFG,Arable land (% of land area),AG.LND.ARBL.ZS,,11.71767301,11.79425911,11.8708452,11.9474313,11.9474313,12.00104157,12.01482707,12.01482707,12.03933462,12.05465184,12.1006035,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,12.11592072,11.98419263,11.79885427,11.72226817,11.71307784,11.77128328,11.88156726,11.72226817,11.76821983,11.76821983,11.76056122,11.90454309,11.97193885,11.95508991,11.93824097,11.93824097,11.93824097,11.93670925,11.93670925,11.9336458,11.93211408,11.92445547,11.90301137,11.89382103,11.83867904,11.79272738,11.79885427,,
26,Afghanistan,AFG,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,30.97345133,35.82089552,43.08510638,37.30569948,35.80786026,37.81818182,39.26174497,31.14285714,27.24550898,38.52140078,26.09649123,18.95551257,12.44019139,19.01565996,15.86998088,18.79310345,21.40221402,18.86503067,26.65534805,15.71194763,17.91666667,16.8207024,18.32460733,15.26162791,13.86010363,11.38975967,13.53558926,14.20187793,12.78772379,12.15323646,10.65918654,10.22556391,1.578947368,1.36239782,1.133144476,1.179941003,0.62305296,0.334448161,0.352112676,0.446428571,0.473933649,8.520179372,5.136986301,7.552870091,10,8.011049724,9.777777778,32.90322581,25.6320837,22.69772481,27.16637782,35.17076093,34.0947835,43.55753647,51.71069727,43.99350649,55.68710359,,,,
27,Afghanistan,AFG,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,65.48672566,59.70149254,52.65957447,55.44041451,56.76855895,53.81818182,52.68456376,43.42857143,40.71856287,56.0311284,40.13157895,39.45841393,40.90909091,42.95302013,40.15296367,41.20689655,44.46494465,40.79754601,43.29371817,52.04582651,52.5,51.20147874,47.29493892,48.40116279,40.02590674,44.09613375,36.28938156,64.55399061,63.55498721,67.23910172,70.82748948,70.52631579,66.57894737,66.48501362,66.28895184,66.37168142,66.35514019,66.22073579,66.1971831,60.26785714,64.4549763,60.0896861,41.09589041,51.05740181,61.2,64.91712707,68.88888889,52.74193548,66.8700959,73.07692308,69.36741768,62.16297184,62.87078077,52.87682334,44.56474664,52.47564935,40.0845666,,,,
28,Afghanistan,AFG,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0,0,0,0,0,0,0,20.28571429,28.44311377,0,12.93859649,23.21083172,19.61722488,20.35794183,20.84130019,22.4137931,15.12915129,21.47239264,13.92190153,17.18494272,10.625,15.34195933,18.84816754,24.41860465,32.9015544,33.96029258,38.27304551,12.55868545,15.34526854,17.30515192,15.42776999,15.93984962,26.05263158,26.15803815,26.06232295,25.95870206,26.1682243,25.75250836,25.35211268,29.46428571,28.90995261,25.56053812,51.02739726,38.36858006,24.8,24.86187845,20,13.5483871,7.06190061,4.008667389,3.206239168,2.516476932,2.863961814,3.282009724,3.204850585,3.125,3.678646934,,,,
29,Afghanistan,AFG,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,271.358,293.36,363.033,392.369,476.71,542.716,575.719,557.384,498.712,528.048,671.061,748.068,627.057,704.064,770.07,876.413,883.747,975.422,935.085,1166.106,924.084,1015.759,993.757,1221.111,1133.103,1547.474,1140.437,2016.85,1822.499,1866.503,1851.835,1719.823,927.751,894.748,858.078,825.075,781.071,726.066,689.396,495.045,498.712,491.378,440.04,619.723,561.051,861.745,1136.77,1199.109,2812.589,4946.783,5870.867,7609.025,6761.948,4785.435,3773.343,4741.431,3476.316,,,,
30,Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,414.371,491.378,689.396,707.731,839.743,1008.425,1092.766,1283.45,1224.778,942.419,1672.152,1895.839,1532.806,1639.149,1917.841,2126.86,1987.514,2390.884,2159.863,2240.537,1760.16,1983.847,2101.191,2522.896,2830.924,3509.319,3142.619,3124.284,2867.594,2775.919,2614.571,2438.555,1393.46,1345.789,1294.451,1243.113,1177.107,1096.433,1041.428,821.408,773.737,817.741,1070.764,1213.777,916.75,1327.454,1650.15,2273.54,4206.049,6769.282,8463.436,12240.446,10755.311,9050.156,8467.103,9035.488,8672.455,,,,
31,Afghanistan,AFG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.046056713,0.053588835,0.073720831,0.074160725,0.086173614,0.101284912,0.107398881,0.123409532,0.115142498,0.086509857,0.149651474,0.165208321,0.129995594,0.135366588,0.154503241,0.167612356,0.153557886,0.181522166,0.161894232,0.167066411,0.131782918,0.150614656,0.163103934,0.201224305,0.231961346,0.293956932,0.267771904,0.269229596,0.246823271,0.233882195,0.210643419,0.183363552,0.096196581,0.085087108,0.075806494,0.068639862,0.062434611,0.056642345,0.052763218,0.04072254,0.037234781,0.037846136,0.047377324,0.051255589,0.037075331,0.051743965,0.062427532,0.083892806,0.151720912,0.238398541,0.28998763,0.406424217,0.345148783,0.280454641,0.253727945,0.262555711,0.245101422,,,,
32,Afghanistan,AFG,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,260.357,348.365,0,216.353,440.04,300.694,333.697,399.703,476.71,300.694,513.38,300.694,385.035,187.017,304.361,396.036,616.056,931.418,1191.775,1202.776,392.369,440.04,480.377,403.37,388.702,363.033,352.032,337.364,322.696,308.028,282.359,264.024,242.022,223.687,209.019,546.383,465.709,227.354,330.03,330.03,308.028,297.027,271.358,271.358,308.028,308.028,297.027,271.358,282.359,319.029,,,,
33,Afghanistan,AFG,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,128.345,176.016,297.027,264.024,300.694,381.368,429.039,399.703,333.697,363.033,436.373,359.366,190.684,311.695,304.361,399.703,425.372,451.041,575.719,352.032,315.362,333.697,385.035,385.035,392.369,399.703,425.372,443.707,366.7,337.364,278.692,249.356,22.002,18.335,14.668,14.668,7.334,3.667,3.667,3.667,3.667,69.673,55.005,91.675,91.675,106.343,161.348,748.068,1078.098,1536.473,2299.209,4305.058,3667,3942.025,4378.398,3975.028,4829.439,,,,
34,Afghanistan,AFG,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,1.0177784,1,1,1.3,1.5168933,1.2,1.5168933,1.4,1.5168933,1.4,1.6,1.7,1.6,1.644180954,1.688361907,1.732542861,1.776723815,1.820904768,1.865085722,1.909266676,1.953447629,1.997628583,2.041809536,2.08599049,2.130171444,2.174352397,2.218533351,2.262714305,2.306895258,2.351076212,2.395257166,2.439438119,2.483619073,2.527800027,2.57198098,2.616161934,2.660342887,2.704523841,2.748704795,2.792885748,2.837066702,2.86361129,2.208052924,2.793478874,2.982273473,2.594447297,2.594447297,2.594447297,2.594447297,,
35,Afghanistan,AFG,Aquaculture production (metric tons),ER.FSH.AQUA.MT,,,,,,,,,,60,60,60,60,60,60,60,170,170,170,170,170,170,170,170,170,170,170,170,170,170,300,300,300,300,300,300,300,300,300,300,300,450,450,450,450,450,450,1050,1050,1650,2250,2850,3480,4110,4760,5450,6150,7000,7950,,
36,Afghanistan,AFG,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.285092593,0.344531632,0.397964353,0.768116118,0.80014136,0.812870515,0.773406219,0.602608672,0.75080882,0.571717712,0.593637273,0.443341413,,,,,,,,,,,,,,,,,,,,,0.959142384,0.664984576,0.387809734,0.332218694,0.453532792,0.342301083,0.353375378,0.273914832,0.359417859,0.309243029,0.263831359,0.259684283,0.267743976,0.309250796,0.357242189,0.276087267,0.204536622,,
37,Afghanistan,AFG,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.004838129,0.006989476,0.005308333,0.006132472,0.006156669,0.006653718,,
38,Afghanistan,AFG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.302881585,0.373956335,0.435236464,0.867995017,1.133786372,1.628685048,1.875303421,1.78429346,1.621428804,2.233407849,2.525993185,2.063159553,,,,,,,,,,,,,,,,,,,,,1.113305508,0.719336357,0.44513961,0.384138015,0.501578226,0.445735403,0.604206063,0.406228568,0.587141123,0.841022798,0.676042625,0.526532903,0.49700391,0.482763042,0.597256723,0.659662724,0.672740957,,
39,Afghanistan,AFG,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,3042.2563,3006.1382,2530.158,2674.4041,2937.3182,3153.723,3265.633,3268.981,3272.918,3214.545,3275.026,3256.705,3327.323,3188.66,3062.1521,2862.5369,2516.9024,2677.1073,2772.0448,2771.307,2748.1965,2755.8938,2719.0131,2766.6508,2594.4272,2735.1424,2948.8068,3177.996,3332.996,3600.557,3316.566,3058.894,3374.66,3337.088,3352.371,3411.736,3426.12,3470.357,3497.234,3341.149,3356.556,3390.12156,3423.68712,,,,,,,,
40,Angola,AGO,Land area (sq. km),AG.LND.TOTL.K2,,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,,
41,Angola,AGO,Surface area (sq. km),AG.SRF.TOTL.K2,,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,,
42,Angola,AGO,Total fisheries production (metric tons),ER.FSH.PROD.MT,257300,246800,274800,245300,362000,263300,335300,299300,303100,425200,374501,324322,606656,478659,399784,160581,81542,120407,125630,113072,85085,130957,111488,110376,95188,100093,84660,107490,126031,137465,133088,117104,113625,126200,132413,122781,137815,146304,163149,175799,239356,254564,255494,212105,240094,202742,225897,306626,306050,272302,310310,342310,374310,407057,442389,496104,487145,532914,444007,,
43,Angola,AGO,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,257300,246800,274800,245300,362000,263300,335300,299300,303100,425200,374501,324322,606656,478659,399784,160581,81542,120407,125630,113072,85085,130957,111488,110376,95188,100093,84660,107490,126031,137465,133088,117104,113625,126200,132413,122781,137815,146304,163149,175799,239351,254553,255443,212033,240002,202616,225741,306436,305860,272042,310000,342000,374000,407000,442084,495232,486490,531575,442255,,
44,Angola,AGO,Agricultural land (% of land area),AG.LND.AGRI.ZS,,45.85706265,45.88112617,45.89716852,45.92123205,45.9372744,45.96133793,45.98540146,46.00946499,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04154969,46.04475816,36.5465926,36.67125531,36.79591802,36.92058073,37.04524344,37.16990615,37.29456886,37.41923157,37.54389428,37.66855699,38.11378118,38.55900537,39.00422957,39.44945376,39.89467795,40.33990214,40.78512633,41.23035053,41.67557472,42.12079891,42.5660239,43.0112489,43.45647389,43.90169889,44.34692388,44.79215529,45.23737066,45.68259405,,
45,Angola,AGO,Arable land (% of land area),AG.LND.ARBL.ZS,,2.141653966,2.165717494,2.181759846,2.205823374,2.221865726,2.245929253,2.269992781,2.294056309,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.326141012,2.366246892,2.406352771,2.406352771,2.406352771,2.406352771,2.406352771,2.406352771,2.406352771,2.406352771,2.406352771,2.406352771,2.48656453,2.646988048,2.646988048,2.646988048,2.646988048,2.727199807,2.727199807,3.208470362,3.288682121,3.769952675,3.769952675,3.930376193,3.930376193,3.930376193,3.930376193,3.930376193,3.930376193,,
46,Angola,AGO,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,22.66666667,13.70967742,7.763975155,1.910828025,6.28742515,4.62962963,5.660377358,5.535055351,6.140350877,3.289473684,1.330603889,0.860215054,0.16273393,0.450788881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
47,Angola,AGO,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,63.33333333,68.5483871,85.40372671,89.8089172,85.02994012,85.18518519,85.8490566,80.44280443,84.86842105,89.73684211,48.72057318,48.27956989,55.00406835,51.46506386,50.33860045,49.41860465,58.92857143,30.39419087,49.52574526,50.36642239,49.72565158,52.36111111,46.4511041,49.60573477,45.75402635,41.73166927,40.12588513,50.31525851,37.16940672,34.84626647,48.45878136,44.88472622,44.10726888,51.42857143,33.36475024,76.74574006,67.35624123,45.15648286,37.83241345,40.52863436,38.47040738,44.2351168,39.6641575,75.48543689,26.8097561,24.73200613,34.86495389,35.01968217,39.78034517,44.28024805,46.04997476,46.93681813,50.56866953,51.8067044,63.02019459,49.39030856,51.6858683,,,,
48,Angola,AGO,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0,0,0,0,0,0,0,0,0,0,2.354145343,2.47311828,2.44100895,2.554470323,2.708803612,2.823920266,3.348214286,3.838174274,2.506775068,2.465023318,2.743484225,3.263888889,3.706624606,3.870967742,4.39238653,4.680187207,5.271439811,5.107187894,5.861329521,6.368960469,19.78494624,21.32564841,20.53634439,18.15873016,24.97643732,9.555629803,10.02805049,14.45603577,14.85198194,11.45374449,11.37586472,10.17332329,9.14881297,13.43042071,7.668292683,6.527565084,5.862977602,6.342032366,4.949365283,4.644412192,4.719838465,4.591775566,4.163090129,2.274706138,1.291799526,4.167108472,4.312440545,,,,
49,Angola,AGO,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,348.365,311.695,1008.425,1034.094,1041.428,1012.092,1334.788,799.406,1419.129,2500.894,1745.492,1646.483,2478.892,2511.895,2453.223,2181.865,1936.176,1074.431,2680.577,2772.252,2658.575,2764.918,2159.863,2537.564,2291.875,1961.845,1870.17,2926.266,1906.84,1745.492,2478.892,2284.541,2291.875,2970.27,1298.118,8423.099,7044.307,3333.303,2764.918,3711.004,3670.667,4305.058,5023.79,6842.622,5038.458,4737.764,7763.039,8808.134,10227.263,12306.452,13380.883,14356.305,17282.571,17454.92,28265.236,17080.886,17931.63,,,,
